acteur,ligne,sentiment
Paul,"No, it's, it's more of a fifth date kinda revelation.",-0.296
Monica,"Oh, so there is gonna be a fifth date?",0.0
Paul,Isn't there?,0.0
Monica,"Yeah... yeah, I think there is. -What were you gonna say?",0.296
Paul,"Well, ever-ev-... ever since she left me, um, I haven't been able to, uh, perform.  ...Sexually.",0.2732
Monica,"Oh God, oh God, I am sorry... I am so sorry...",0.4939
Paul,It's okay...,0.0
Monica,I know being spit on is probably not what you need right now. Um... how long?,0.0
Paul,Two years.,0.0
Monica,Wow! I'm-I'm-I'm glad you smashed her watch!,0.8118
Paul,"So you still think you, um... might want that fifth date?",0.0772
Monica,"...Yeah. Yeah, I do.",0.296
Priest On Tv,"We are gathered here today to join Joanne Louise Cunningham and Charles, Chachi-Chachi-Chachi, Arcola in the bound of holy matrimony.",0.296
Rachel,Oh...see... but Joanne loved Chachi! That's the difference!,0.7866
Ross,"Grab a spoon. Do you know how long it's been since I've grabbed a spoon? Do the words 'Billy, don't be a hero' mean anything to you?",-0.508
Joey,"Great story!  But, I uh, I gotta go, I got a date with Andrea--Angela--Andrea...  Oh man,",0.4295
Chandler,"Angela's the screamer, Andrea has cats.",0.0
Joey,Right.  Thanks.  It's June.  I'm outta here.,0.4404
Ross,"Y'know, here's the thing. Even if I could get it together enough to- to ask a woman out,... who am I gonna ask?",0.0
Rachel,"Isn't this amazing? I mean, I have never made coffee before in my entire life.",-0.4717
Chandler,That is amazing.,0.5859
Joey,Congratulations.,0.5994
Rachel,"Y'know, I figure if I can make coffee, there isn't anything I can't do.",0.0
Chandler,"If can invade Poland, there isn't anything I can't do.",0.0
Joey,"Listen, while you're on a roll, if you feel like you gotta make like a Western omelet or something...  Although actually I'm really not that hungry...",0.6124
Monica,"Oh good, Lenny and Squigy are here.",0.4404
All,Morning. Good morning.,0.4404
Paul,Morning.,0.0
Joey,"Morning, Paul.",0.0
Rachel,"Hello, Paul.",0.0
Chandler,"Hi, Paul, is it?",0.0
Paul,Thank you!  Thank you so much!,0.6792
Monica,Stop!,-0.3595
Paul,"No, I'm telling you last night was like umm, all my birthdays, both graduations, plus the barn raising scene in Witness.",0.0772
Monica,We'll talk later.,0.0
Paul,Yeah.  Thank you.,0.5719
Joey,That wasn't a real date?! What the hell do you do on a real date?,-0.7393
Monica,"Shut up, and put my table back.",0.0
All,Okayyy!,0.0
Chandler,"All right, kids, I gotta get to work. If I don't input those numbers,... it doesn't make much of a difference...",0.0
Rachel,"So, like, you guys all have jobs?",0.4201
Monica,"Yeah, we all have jobs. See, that's how we buy stuff.",0.296
Joey,"Yeah, I'm an actor.",0.296
Rachel,Wow! Would I have seen you in anything?,0.6239
Joey,I doubt it. Mostly regional work.,-0.3612
Monica,"Oh wait, wait, unless you happened to catch the Reruns' production of Pinocchio, at the little theater in the park.",0.0
Joey,"Look, it was a job all right?",0.0
Chandler,"'Look, Gippetto, I'm a real live boy.'",0.0
Joey,I will not take this abuse.,-0.7184
Chandler,"You're right, I'm sorry.  ""Once I was a wooden boy, a little wooden boy...""",-0.0772
Joey,"You should both know, that he's a dead man.  Oh, Chandler?",-0.6486
Monica,So how you doing today? Did you sleep okay? Talk to Barry? I can't stop smiling.,0.2139
Rachel,I can see that. You look like you slept with a hanger in your mouth.,0.3612
Monica,"I know, he's just so, so... Do you remember you and Tony DeMarco?",0.0
Rachel,"Oh, yeah.",0.296
Monica,"Well, it's like that. With feelings.",0.5574
Rachel,Oh wow. Are you in trouble.,0.2732
Monica,Big time!,0.0
Rachel,Want a wedding dress?   Hardly used.,0.0772
Monica,"I think we are getting a little ahead of selves here. Okay. Okay. I am just going to get up, go to work and not think about him all day. Or else I'm just gonna get up and go to work.",0.4215
Rachel,"Oh, look, wish me luck!",0.7177
Monica,What for?,0.0
Rachel,I'm gonna go get one of those  job things.,0.0
Frannie,"Hey, Monica!",0.0
Monica,"Hey Frannie, welcome back! How was Florida?",0.5093
Frannie,"You had sex, didn't you?",0.0
Monica,How do you do that?,0.0
Frannie,"Oh, I hate you, I'm pushing my Aunt Roz through Parrot Jungle and you're having sex!  So? Who?",-0.6544
Monica,You know Paul?,0.0
Frannie,"Paul the Wine Guy? Oh yeah, I know Paul.",0.296
Monica,You mean you know Paul like I know Paul?,0.3612
Frannie,"Are you kidding? I take credit for Paul. Y'know before me, there was no snap in his turtle for two years.",0.2023
Joey,Of course it was a line!,0.0
Monica,"Why?! Why? Why, why would anybody do something like that?",0.5158
Ross,I assume we're looking for an answer more sophisticated than 'to get you into bed'.,0.5984
Monica,I hate men!  I hate men!,-0.8395
Phoebe,"Oh no, don't hate, you don't want to put that out into the universe.",0.1471
Monica,Is it me? Is it like I have some sort of beacon that only dogs and men with severe emotional problems can hear?,-0.3736
Phoebe,"All right, c'mere, gimme your feet.",0.0
Monica,"I just thought he was nice, y'know?",0.4215
Joey,I can't believe you didn't know it was a line!,0.0
Rachel,Guess what?,0.0
Ross,You got a job?,0.0
Rachel,Are you kidding? I'm trained for nothing! I was laughed out of twelve interviews today.,-0.3339
Chandler,And yet you're surprisingly upbeat.,0.296
Rachel,"You would be too if you found John and David boots on sale, fifty percent off!",0.0
Chandler,"Oh, how well you know me...",0.2732
Rachel,"They're my new 'I don't need a job, I don't need my parents, I've got great boots' boots!",0.6588
Monica,How'd you pay for them?,-0.1027
Rachel,"Uh, credit card.",0.3818
Monica,And who pays for that?,0.0
Rachel,Um... my... father.,0.0
Rachel,"Oh God, come on you guys, is this really necessary?  I mean, I can stop charging anytime I want.",0.0516
Monica,"C'mon, you can't live off your parents your whole life.",0.0
Rachel,I know that. That's why I was getting married.,0.0
Phoebe,"Give her a break, it's hard being on your own for the first time.",-0.1027
Rachel,Thank you.,0.3612
Phoebe,"You're welcome. I remember when I first came to this city. I was fourteen. My mom had just killed herself and my step-dad was back in prison, and I got here, and I didn't know anybody. And I ended up living with this albino guy who was, like, cleaning windshields outside port authority, and then he killed himself, and then I found aromatherapy. So believe me, I know exactly how you feel.",-0.8176
Ross,The word you're looking for is 'Anyway'...,0.0
Monica,"All right, you ready?",0.3612
Rachel,"No.  No, no, I'm not ready!  How can I be ready?  ""Hey, Rach!  You ready to jump out the airplane without your parachute?""  Come on, I can't do this!",-0.9035
Monica,"You can, I know you can!",0.0
Rachel,I don't think so.,0.0
Ross,"Come on, you made coffee!   You can do anything!",0.0
Ross,"C'mon, cut. Cut, cut, cut,...",-0.6486
All,"Cut, cut, cut, cut, cut, cut, cut...",-0.8625
Rachel,Y'know what?  I think we can just leave it at that.  It's kinda like a symbolic gesture...,0.2516
Monica,Rachel!  That was a library card!,0.0
All,"Cut, cut, cut, cut, cut, cut, cut..",-0.8625
Chandler,"Y'know, if you listen closely, you can hear a thousand retailers scream.",-0.4019
Monica,Welcome to the real world! It sucks. You're gonna love it!,0.7418
Monica,"Well, that's it  You gonna crash on the couch?",-0.1531
Ross,"No. No, I gotta go home sometime.",-0.5267
Monica,You be okay?,0.2263
Ross,Yeah.,0.296
Rachel,"Hey Mon, look what I just found on the floor.  What?",0.0
Monica,"That's Paul's watch. You just put it back where you found it. Oh boy. Alright. Goodnight, everybody.",0.25
Ross,Goodnight.,0.0
Rachel,Goodnight.,0.0
Ross,"Mmm.  Oh, no-",-0.296
Rachel,Sorry-,-0.0772
Ross,"No no no, go-",-0.6808
Rachel,"No, you have it, really, I don't want it-",-0.402
Ross,Split it?,0.0
Rachel,Okay.,0.2263
Ross,"Okay.  You know you probably didn't know this, but back in high school, I had a, um, major crush on you.",-0.1154
Rachel,I knew.,0.0
Ross,You did! Oh.... I always figured you just thought I was Monica's geeky older brother.,-0.2244
Rachel,I did.,0.0
Ross,"Oh. Listen, do you think- and try not to let my intense vulnerability become any kind of a factor here- but do you think it would be okay if I asked you out? Sometime? Maybe?",0.3798
Rachel,"Yeah, maybe...",0.296
Ross,"Okay... okay, maybe I will...",0.2263
Rachel,Goodnight.,0.0
Ross,Goodnight.,0.0
Monica,"See ya.... Waitwait, what's with you?",0.0
Ross,I just grabbed a spoon. Closing Credits,0.3612
Joey,I can't believe what I'm hearing here.,0.0
Phoebe,I can't believe what I'm hearing here...,0.0
Monica,What? I-I said you had a-,0.0
Phoebe,What I said you had...,0.0
Monica,Would you stop?,-0.296
Phoebe,"Oh, was I doing it again?",0.0
All,Yes!,0.4574
Monica,"I said that you had a nice butt, it's just not a great butt.",-0.1265
Joey,"Oh, you wouldn't know a great butt if it came up and bit ya.",-0.5096
Ross,There's an image.,0.0
Rachel,Would anybody like more coffee?,0.3612
Chandler,"Did you make it, or are you just serving it?",0.0
Rachel,I'm just serving it.,0.0
All,"Yeah. Yeah, I'll have a cup of coffee.",0.5267
Chandler,"Kids, new dream... I'm in Las Vegas.",0.0
Customer,"Ahh, miss?   More coffee?",-0.2406
Rachel,"Ugh.  Excuse me, could you give this to that guy over there?  Go ahead.  Thank you.  Sorry.  Okay, Las Vegas.",0.1531
Chandler,"Okay, so, I'm in Las Vegas... I'm Liza Minelli- End",0.2263
Rachel,"Terry, I, I, I know that I haven't worked here very long, but I was wondering, do you think it would be possible if I got a $100 advance in my salary?",0.0
Terry,An advance?,0.0
Rachel,"It's so that I can spend Thanksgiving with my family. See, every year we go skiing in Vail, and normally my father pays for my ticket, but I sort of started the whole independence thing, you know, which is actually why I took this job.",0.0
Terry,"Rachel, Rachel, sweetheart. You're a terrible, terrible waitress. Really, really awful.",-0.6674
Rachel,"Ok, I, I hear what you're sayin'. I'm with you. Um, but I, but I'm trying really hard. And I think I'm doing better. I really do. Does anybody need coffee?  Oh, look at that. Opening Credits",0.7691
Rachel,"Excuse me, sir. Hi, you come in here all time. I was just wondering, do you think there's a possibility that you could give me an advance on my tips?",0.0772
Guy,Huh?,0.0
Rachel,"Ok, ok, that's fine. Fine. Hey, I'm sorry about that spill before.  Only $98.50 to go.",0.6908
Monica,"Hey. Ross, did you know Mom and Dad are going to Puerto Rico for Thanksgiving?",0.0
Ross,"No, they're not.",-0.296
Monica,"Yes, they are. The Blymens invited them.",0.4019
Ross,You're wrong.,-0.4767
Monica,I am not wrong.,0.3724
Ross,You're wrong.,-0.4767
Monica,"No, I just talked to them.",-0.296
Ross,I'm calling Mom.,0.0
Joey,"Hey, hey.",0.0
Chandler,Hey.,0.0
Phoebe,Hey.,0.0
Chandler,And this from the cry-for-help department. Are you wearing makeup?,0.0
Joey,"Yes, I am. As of today, I am officially Joey Tribbiani, actor slash model.",0.1531
Chandler,"That's so funny, 'cause I was thinking you look more like Joey Tribbiani, man slash woman.",0.5975
Phoebe,What were you modeling for?,0.0
Joey,You know those posters for the city free clinic?,0.5106
Monica,"Oh, wow, so you're gonna be one of those ""healthy, healthy, healthy guys""?",0.8481
Phoebe,"You know, the asthma guy was really cute.",0.5095
Chandler,Do you know which one you're gonna be?,0.0
Joey,"No, but I hear lyme disease is open, so...",-0.1531
Chandler,"Good luck, man. I hope you get it.",0.8316
Joey,Thanks.,0.4404
Ross,"Well, you were right. How can they do this to us, huh? It's Thanksgiving.",0.2732
Monica,"Ok, I'll tell you what. How about I cook dinner at my place? I'll make it just like Mom's.",0.5719
Ross,Will you make the mashed potatoes with the lumps?,0.0
Monica,"You know, they're not actually supposed to have...  I'll work on the lumps. Joey, you're going home, right?",0.0
Joey,Yeah.,0.296
Monica,"And I assume, Chandler, you are still boycotting all the pilgrim holidays.",-0.0258
Chandler,"Yes, every single one of them.",0.4019
Monica,"Phoebe, you're gonna be with your grandma?",0.0
Phoebe,"Yes, and her boyfriend. But we're celebrating Thanksgiving in December 'cause he is lunar.",0.7845
Monica,"So you're free Thursday, then.",0.5542
Phoebe,"Yeah. Oh, can I come?",0.296
Monica,"Yeah. Rach, are you thinking you're gonna make it to Vail?",0.296
Rachel,"Absolutely. Shoop, shoop, shoop. Only a hundred and two dollars to go.",0.0
Chandler,I thought it was $98.50.,0.0
Rachel,"Yeah, well it was. I, I broke a cup.",0.128
Ross,"Well, I'm off to Carol's.",0.2732
Phoebe,"Ooh, ooh! Why don't we invite her?",-0.1867
Ross,"Ooh, ooh. Because she's my ex-wife, and will probably want to bring her, ooh, ooh, lesbian life partner.",0.0772
Ross,"Hi, is uh, is Carol here?",0.0
Susan,"No, she's at a faculty meeting.",-0.296
Ross,"Oh, I uh, just came by to pick up my skull. Well, not mine, but...Susan: Come in.",0.2732
Ross,"Thanks. Yeah, Carol borrowed it for a class, and I have to get it back to the museum.",0.6249
Susan,What's it look like?,0.3612
Ross,Kinda like a big face without skin.,0.2975
Susan,"Yes, I'm familiar with the concept. We can just look for it.",0.4019
Ross,"Ok.  Wow, you guys sure have a lot of books about bein' a lesbian.",0.8074
Susan,"Well, you know, you have to take a course. Otherwise, they don't let you do it.",0.2732
Ross,"Hey, hey, Yertle the Turtle. A classic.",0.0
Susan,"Actually, I'm reading it to the baby.",0.0
Ross,"The uh, the baby that hasn't been born yet? Wouldn't that mean you're... crazy?",-0.4137
Susan,"What, you don't think they can hear sounds in there?",0.0
Ross,"You're not serious, I mean, you really... you really talk to it?",0.0572
Susan,"Yeah, all the time. I want the baby to know my voice.",0.3612
Ross,"Do you uh, do you talk about me?",0.0
Susan,"Yeah, yeah, all the time.",0.5267
Ross,Really?,0.0
Susan,"But um, we just refer to you as Bobo the Sperm Guy.",0.0
Ross,"Look, if she's talking to it, I just think that I should get some belly time too. Not that I believe any of this.",0.0
Phoebe,"Oh, I believe it. I think the baby can totally hear everything. I can show you. Look, this will seem a little weird, but you put your head inside this turkey, and then we'll all talk, and you'll hear everything we say.",-0.0525
